hour,machine_id,temperature,vibration_rms,pressure,current_draw,rotation_speed,has_fault
0,M1,63.18875316885263,0.7556319123774294,100.42623837942945,13.606401901349793,1791.1648472955524,False
1,M1,62.751085703917504,0.6852958825556451,100.71330602912836,13.6955298753359,1787.7406240543355,False
2,M1,62.08399758326615,0.7784511386514057,100.7028361193864,14.224542993162187,1786.872497247735,False
3,M1,62.19838687043832,0.7799307942964492,97.49181463761688,13.986654650372847,1768.7827994483923,False
4,M1,62.6457221412368,0.7644443933356689,97.74968741731583,14.145480171105001,1791.450877920079,False
5,M1,62.518716097027244,0.7106964683222117,101.4138690737934,13.78865369180902,1786.1142802821157,False
6,M1,62.22530104251099,0.7636802211772417,99.74650888460869,13.575089418041957,1786.1166369456387,False
7,M1,62.4002017970116,0.8007661588507125,96.67361706745606,14.349243219997637,1793.442029153194,False
8,M1,65.19905042281668,0.8159105638445674,97.75170919162235,15.463676663995184,1785.5182715473502,False
9,M1,68.08161177529583,0.9106392896073254,98.87170255207178,16.09746368267079,1799.1491887863117,False
10,M1,65.41322369055092,0.8526841685088813,99.52360616697081,15.769478245474863,1801.8945949451102,False
11,M1,65.02474117715654,0.8416765759587572,96.3056401838379,15.2187831201268,1805.0651856863747,False
12,M1,65.99895627458461,0.7519167723753033,99.7397670623381,14.961928332324854,1814.533713082919,False
13,M1,68.23725907440298,0.866361212278408,101.08496348242284,16.81056802718835,1802.943517893843,False
14,M1,68.93478709811268,0.8580638099298104,103.17489083435964,15.760561974654127,1813.2001794917821,False
15,M1,66.3321022427422,0.8085398515600459,100.91755106873828,15.466363891461171,1815.6154385977115,False
16,M1,68.31108451532951,0.8414036533819879,98.78926739373264,16.31997894843558,1826.4403851366778,False
17,M1,65.27940796189486,0.7940582767887296,102.00149747905643,15.695116788451035,1820.7378682962737,False
18,M1,67.01055016542617,0.7277052677260302,102.9131218381861,15.568986536030911,1815.228847360323,False
19,M1,65.96281549149099,0.8528032205343915,104.00749016981192,15.423664202871391,1813.3147224012946,False
20,M1,63.980186605403524,0.8203653013420834,102.06463832394657,14.630738977386178,1812.828410652646,False
21,M1,66.19081447863407,0.7965976575961263,101.76279009439277,15.036286836785724,1812.4331906933696,False
22,M1,64.92628960706969,0.7865712972471329,102.61113641818245,15.228739140925766,1796.8768508129353,False
23,M1,63.153971109365905,0.7298610943227627,96.61843194389193,13.21796675538266,1799.6101591005547,False
24,M1,63.6277941188616,0.8164661836738276,101.95961519797788,14.89595277909313,1792.8201856210028,False
25,M1,62.39431338625904,0.7689641578809936,101.90264494480209,13.964912176746807,1791.8102196941047,False
26,M1,61.44713815391367,0.7439563956420431,96.28068370870507,12.575207765835739,1795.7395646640823,False
27,M1,61.58036829604999,0.7145560219818686,100.00770553646052,14.047966693980577,1780.8965676527653,False
28,M1,61.60266865166561,0.6808024843711465,95.34294303292467,12.93698097799661,1790.78684232677,False
29,M1,62.72549768359723,0.6800577438112072,103.52013465633954,13.117754509398683,1782.3497477356902,False
30,M1,62.105658603731555,0.737881710624112,99.81212855930654,13.633422762184988,1788.6680072992842,False
31,M1,62.9341337192784,0.7405523470651335,99.05347530683392,14.752078612575199,1790.8943532895767,False
32,M1,64.40944501435727,0.8006233654199584,97.85615264923136,14.837716503537516,1790.1237622258407,False
33,M1,64.84321140020852,0.8274286660374576,100.18685564017886,14.254288404718924,1812.1959314654061,False
34,M1,65.77493945999751,0.7844255119902172,101.62703514397501,14.782231125461536,1804.0574812837915,False
35,M1,65.5386925795965,0.8603631779284081,101.01215808247085,15.325137846600116,1817.1142736458557,False
36,M1,66.90344840683845,0.776725496520715,103.17045522930243,15.058152344520757,1817.798903264706,False
37,M1,66.7576311365921,0.7588598815840766,102.00744539743803,15.326971658597282,1814.116824780516,False
38,M1,68.1465838553427,0.8585890206833162,101.11068708850753,15.876448418010868,1821.7832946496758,False
39,M1,68.51127862133369,0.8016944724111336,103.63903278611966,16.052864570941118,1794.495984152125,False
40,M1,69.59538295039808,0.9333400050201557,108.00978782453757,16.595739257201245,1803.791998456555,False
41,M1,67.80557302263769,0.7831579047450095,98.2103270757465,16.519837330999803,1825.9059753923907,False
42,M1,65.5642068084009,0.7208401432643569,101.01044250856184,14.804704060512762,1817.9973999379808,False
43,M1,66.14600483917047,0.8757806927545184,102.99217039816135,15.726289527759416,1803.688968594143,False
44,M1,63.85197127402353,0.7377423077847202,99.1435447085087,14.957351584961064,1814.0638156545328,False
45,M1,64.6274053249231,0.7807282569731656,98.14599278635067,15.02579620637921,1790.7111605105476,False
46,M1,63.87218679117507,0.7591574504696263,98.2267757703643,14.927698188828845,1782.8121975268764,False
47,M1,63.074259474887064,0.7025499230596112,98.73620318133278,12.725384942985492,1793.475926574517,False
48,M1,63.302568838530746,0.8263208621604026,96.62132642715376,14.185144018011687,1779.1658259338922,False
49,M1,60.23224450243733,0.7794211237264612,94.98168312995678,13.796773700104291,1783.8712533940122,False
50,M1,62.838058233742544,0.766579973384396,95.80959800269463,13.88770074035801,1780.2410834823784,False
51,M1,60.374476604696525,0.7796151620297763,98.05195998703638,13.070479061993803,1787.3357264983329,False
52,M1,62.648002632290755,0.7229418940123011,97.95401677759666,13.994539029798048,1780.5097113098598,False
53,M1,61.548205866750436,0.7177400421331792,99.66239973919991,13.063730999786088,1777.9244269007634,False
54,M1,62.605705779834935,0.8178492140965566,98.69014312807796,13.336572046580326,1789.0490633247548,False
55,M1,63.06933862171521,0.6803747405921281,96.60825594076223,13.448988496742816,1780.0756000014367,False
56,M1,64.89197443395335,0.7766849591373369,98.60159760323688,15.210758214138824,1787.019894421153,False
57,M1,66.62939790144401,0.7615339866124774,98.60274842480838,15.27201443059663,1812.8392520200646,False
58,M1,67.84635817262105,0.8533651839525439,102.69663816589919,16.76280195355869,1800.9317534662086,False
59,M1,68.05255068748303,0.860621335399108,100.98158054635314,15.853664467088674,1797.4829562137088,False
60,M1,67.79392778613284,0.9065533498431221,101.27584911362449,15.966271615900482,1810.34564602942,False
61,M1,68.74307860995219,0.9014659849084972,102.49715710589014,16.536243180633743,1810.4256036406837,False
62,M1,66.57774538845497,0.8708115392191443,102.72964581649182,16.252767320964974,1812.4706461448307,False
63,M1,68.81738765763772,0.8516992744296867,100.64479281750802,16.41286883423562,1804.7432937364968,False
64,M1,69.33888845390429,0.8569806381690568,99.71620061327297,17.07555084344932,1812.158070646542,False
65,M1,66.91613215784254,0.7870256114886236,101.39651736564319,15.927561584772175,1816.5220927006,False
66,M1,67.59116546976682,0.8327708501422603,100.60313529044535,15.875527794260893,1816.7431841747511,False
67,M1,66.85376224222347,0.78036992923173,101.62051953193692,15.617070111661823,1811.5853031807917,False
68,M1,65.08750281925555,0.7731983048674776,98.2205778103097,15.814467979072791,1818.3026571564637,False
69,M1,64.0677707536939,0.8042084666623092,102.39184220668395,14.899470646957617,1802.0140197329354,False
70,M1,63.281696243302505,0.7365411819072409,99.21143021688698,14.85657245249521,1768.9056404449427,False
71,M1,64.37239786088534,0.7588809013917694,101.38730240872368,14.965391692889137,1782.5269898486683,False
72,M1,63.11160877968749,0.8406458263383663,99.54468473972007,14.65862684727614,1791.7392867132517,False
73,M1,61.08265675593969,0.7407769252178583,97.78730862636469,13.642274022242113,1781.1224046457098,False
74,M1,62.332947510434956,0.789534546445055,96.64564691080419,14.26964791844258,1792.9512465433238,False
75,M1,60.7932684480189,0.6944064820013148,97.3037754598831,12.576593290640634,1774.99385014044,False
76,M1,59.179591145255735,0.676463750198938,96.10847928357562,12.45787865055528,1783.7646116267451,False
77,M1,61.10903392119983,0.737109188691383,100.93431036644118,13.596533200223663,1785.7869328633785,False
78,M1,64.99276280918338,0.7692165566513338,97.40806339252546,14.972656187083828,1780.6368843190348,False
79,M1,62.04294400273621,0.7471894357716109,98.96518758781764,14.142137203238006,1804.9423695264243,False
80,M1,62.38079746016555,0.7211124899252856,97.77016607806002,13.689836815785746,1794.174101554146,False
81,M1,63.060772920758765,0.7693610669270395,98.50987590340661,14.423866924173584,1807.720004337032,False
82,M1,66.49622243045991,0.8227356738893531,100.93318401747085,16.10665853379997,1797.1811865725836,False
83,M1,64.93826456875908,0.694949229283496,104.48081964260675,15.530217366918263,1821.6223551322973,False
84,M1,67.4623839638348,0.7474386274065373,98.95835995553819,16.03119528460197,1822.0036065355575,False
85,M1,67.97815177979896,0.842727598923,102.05019443312875,16.77767663736376,1828.2011269886748,False
86,M1,66.41197974446699,0.8755487037383217,103.53335586454156,15.81117212457022,1810.5082683510018,False
87,M1,66.8165952925004,0.7883521221389336,101.92089575469885,16.515096565007962,1815.9541765807326,False
88,M1,68.42328911010354,0.8487505099160676,101.06615638227274,15.514027176403964,1819.5633151945178,False
89,M1,68.04720252558282,0.8661022203561142,106.80510679442664,16.10815829395833,1812.8942783837358,False
90,M1,67.20171443183344,0.8692476660237903,102.06179093342377,15.532167472083298,1804.187559970155,False
91,M1,68.73890087288372,0.8338926502144556,100.32620786690792,16.561961719980147,1790.0306693375637,False
92,M1,66.2915896525774,0.8191638579528012,97.35789620728106,14.368967615913526,1808.091570680712,False
93,M1,64.14382580277835,0.7598649269129254,97.91226042938744,13.822392594026965,1806.0900096272246,False
94,M1,62.6117789108047,0.7215844401276207,97.87746058079512,13.19514792831301,1801.7502088869726,False
95,M1,62.86770744107815,0.7342210872411793,100.68586303235541,14.046081832378015,1793.666334342373,False
96,M1,62.736681462595584,0.6729998174227042,98.53426567766151,14.220519361811679,1787.758738233126,False
97,M1,62.36407024942899,0.7365592685410707,96.89548047785382,13.686828198866166,1782.8444992532627,False
98,M1,62.86629757086125,0.664452497994482,101.03293257463756,13.836858297712663,1764.7650481972187,False
99,M1,62.17331762459668,0.7587538674723687,99.92518197909372,13.918072956813273,1791.7651007680831,False
100,M1,61.322386649179414,0.7373183311304513,97.10262581779041,12.943602908393464,1787.6248038744118,False
101,M1,61.628802809906354,0.8033377235848096,99.74916436813655,14.03684899637307,1790.712834133808,False
102,M1,63.35830560422437,0.6991198026603359,98.71436826037697,14.949710529178715,1780.3350513100079,False
103,M1,64.00512822611067,0.6928066996360212,97.94895506111388,13.917312806526875,1786.6629173444946,False
104,M1,64.55282577208244,0.7779328511698228,97.59223716924726,15.007079738482943,1791.1985300471877,False
105,M1,67.53969640764225,0.8585721620179425,100.18993441389655,16.729097337134082,1793.8618160700325,False
